year,lga_id,lga,state,zone,lat,lon,pop_6_11,urban,poverta_minorile,alfab_femminile,distanza_scuola_km,rapporto_alunni_ins,servizi_igienici_f,accesso_stradale,lavoro_minorile,eventi_conflitto,shock_climatico,scuola_coranica,acqua_potabile,spesa_edu_procapite,tasso_fuori_scuola,divario_genere_pp,tasso_fuori_scuola_f,tasso_fuori_scuola_m,target_oos_t1,bambini_fuori_scuola
2024,59680162B13073760931893,Gombi,Adamawa,North East,10.203,12.497,15435,0,75.512,23.873,4.044,49.298,41.655,44.123,20.829,8,49.302,29.05,56.781,22.457,51.715,-0.84,51.255,52.091,48.017,7982
2025,59680162B13073760931893,Gombi,Adamawa,North East,10.203,12.497,15435,0,79.261,25.69,3.802,47.056,33.901,25.204,19.568,3,78.072,25.857,32.816,22.54,48.017,1.57,48.881,47.309,,7411
2020,59680162B13157392837231,Karim Lamido,Taraba,North East,9.153,10.862,46499,0,88.568,42.921,3.947,57.59,31.379,46.009,33.31,4,69.58,22.985,35.231,18.015,53.656,3.59,55.631,52.04,48.389,24949
2021,59680162B13157392837231,Karim Lamido,Taraba,North East,9.153,10.862,46499,0,87.29,46.625,3.896,56.186,25.832,35.429,34.374,3,80.638,24.138,59.292,18.323,48.389,3.41,50.264,46.855,45.063,22500
2022,59680162B13157392837231,Karim Lamido,Taraba,North East,9.153,10.862,46499,0,80.999,44.121,5.388,60.149,33.015,48.439,34.728,2,69.215,9.203,52.273,7.986,45.063,1.98,46.151,44.174,37.992,20954
2023,59680162B13157392837231,Karim Lamido,Taraba,North East,9.153,10.862,46499,0,86.172,52.434,3.088,48.466,14.572,36.127,7.57,4,52.994,29.11,44.893,15.271,37.992,-2.67,36.523,39.194,48.368,17666
2024,59680162B13157392837231,Karim Lamido,Taraba,North East,9.153,10.862,46499,0,87.559,41.772,3.538,49.924,45.552,55.368,33.17,1,53.984,22.37,44.712,10.097,48.368,2.77,49.891,47.122,59.872,22491
2025,59680162B13157392837231,Karim Lamido,Taraba,North East,9.153,10.862,46499,0,84.873,31.522,5.208,64.646,10.542,49.29,30.555,7,92.281,34.363,41.273,13.253,59.872,0.46,60.126,59.665,,27840
2020,59680162B1338580155275,Ogbomosho South,Oyo,South West,8.106,4.225,47112,0,54.238,80.598,0.321,40.802,63.426,87.076,11.163,0,38.241,6.928,99.0,15.903,19.493,-1.9,18.447,20.35,8.069,9184
2021,59680162B1338580155275,Ogbomosho South,Oyo,South West,8.106,4.225,47112,0,63.798,82.461,2.925,28.381,64.793,87.81,5.229,0,45.089,0.0,83.25,32.492,8.069,-1.08,7.478,8.553,11.444,3802
2022,59680162B1338580155275,Ogbomosho South,Oyo,South West,8.106,4.225,47112,0,65.896,54.113,3.09,14.3,80.593,76.996,3.939,2,25.381,0.0,82.737,16.848,11.444,-0.21,11.33,11.537,23.021,5392
2023,59680162B1338580155275,Ogbomosho South,Oyo,South West,8.106,4.225,47112,0,62.386,69.605,1.629,22.265,71.232,83.245,9.321,1,23.393,0.0,79.798,14.119,23.021,-0.71,22.632,23.339,14.027,10846
2024,59680162B1338580155275,Ogbomosho South,Oyo,South West,8.106,4.225,47112,0,54.786,82.002,1.813,33.806,84.568,73.609,9.687,1,14.943,0.0,80.832,35.347,14.027,-2.43,12.692,15.119,20.689,6608
2025,59680162B1338580155275,Ogbomosho South,Oyo,South West,8.106,4.225,47112,0,64.181,75.422,2.048,27.576,70.97,90.94,13.141,1,42.853,17.082,94.08,30.099,20.689,-1.44,19.897,21.337,,9747
2020,59680162B13393519160177,Jahun,Jigawa,North West,12.064,9.558,52371,0,97.298,35.785,4.539,81.289,33.792,40.584,26.074,1,56.225,37.382,45.452,10.058,51.507,0.18,51.603,51.427,55.994,26975
2021,59680162B13393519160177,Jahun,Jigawa,North West,12.064,9.558,52371,0,94.005,30.992,5.82,56.341,31.862,40.758,34.895,3,64.114,31.523,28.232,23.508,55.994,0.85,56.461,55.612,40.551,29325
2022,59680162B13393519160177,Jahun,Jigawa,North West,12.064,9.558,52371,0,86.083,25.906,3.866,33.914,26.998,36.027,32.757,0,56.522,30.312,52.475,27.244,40.551,2.2,41.762,39.561,52.879,21237
2023,59680162B13393519160177,Jahun,Jigawa,North West,12.064,9.558,52371,0,88.398,48.746,5.065,73.583,45.429,50.337,34.011,1,58.287,34.052,52.492,14.619,52.879,-0.35,52.687,53.036,45.467,27693
2024,59680162B13393519160177,Jahun,Jigawa,North West,12.064,9.558,52371,0,85.774,22.734,2.947,51.65,40.406,39.85,30.475,1,63.718,29.606,59.908,30.745,45.467,-0.05,45.438,45.491,48.591,23812
2025,59680162B13393519160177,Jahun,Jigawa,North West,12.064,9.558,52371,0,92.117,38.355,4.637,67.032,35.645,54.715,30.444,4,50.771,24.67,47.197,36.803,48.591,1.89,49.633,47.738,,25448
2020,59680162B13498430232382,Jega,Kebbi,North West,12.104,4.466,38309,0,86.435,40.235,5.179,54.809,22.449,32.543,34.738,1,67.104,39.18,71.911,21.59,50.86,2.65,52.317,49.668,55.78,19484
2021,59680162B13498430232382,Jega,Kebbi,North West,12.104,4.466,38309,0,91.543,32.679,4.147,64.251,29.876,29.78,31.256,1,81.909,41.635,54.362,12.632,55.78,0.91,56.279,55.371,58.8,21369
2022,59680162B13498430232382,Jega,Kebbi,North West,12.104,4.466,38309,0,82.859,40.126,5.748,71.442,24.888,51.389,38.426,2,55.503,36.61,47.388,9.584,58.8,4.61,61.338,56.724,52.704,22526
2023,59680162B13498430232382,Jega,Kebbi,North West,12.104,4.466,38309,0,95.224,45.983,4.814,45.335,23.386,31.395,44.309,1,64.076,20.665,47.938,22.311,52.704,1.03,53.272,52.24,48.119,20191
2024,59680162B13498430232382,Jega,Kebbi,North West,12.104,4.466,38309,0,74.936,37.064,4.375,79.762,50.484,36.3,24.431,3,51.121,39.952,46.692,46.565,48.119,3.45,50.014,46.568,58.814,18434
2025,59680162B13498430232382,Jega,Kebbi,North West,12.104,4.466,38309,0,85.975,47.341,4.523,62.15,32.801,42.284,27.038,4,57.769,55.484,37.601,13.526,58.814,3.3,60.63,57.329,,22531
2020,59680162B13650355505793,Tarka,Benue,North Central,7.588,8.862,13946,0,65.381,54.671,3.376,39.116,56.522,55.326,20.709,1,42.96,0.0,69.865,21.353,24.338,-0.54,24.039,24.583,34.78,3394
2021,59680162B13650355505793,Tarka,Benue,North Central,7.588,8.862,13946,0,71.408,62.548,3.888,56.475,47.495,68.748,23.591,3,62.56,11.044,63.343,19.437,34.78,-0.36,34.584,34.941,30.112,4850
2022,59680162B13650355505793,Tarka,Benue,North Central,7.588,8.862,13946,0,72.227,63.894,2.737,39.695,35.882,74.884,27.444,3,60.174,0.0,57.38,13.373,30.112,0.85,30.58,29.73,32.971,4199
2023,59680162B13650355505793,Tarka,Benue,North Central,7.588,8.862,13946,0,57.447,45.946,4.091,39.585,42.797,73.823,24.255,1,53.853,11.393,73.532,15.439,32.971,0.35,33.162,32.815,33.373,4598
2024,59680162B13650355505793,Tarka,Benue,North Central,7.588,8.862,13946,0,76.423,59.975,3.177,52.881,20.5,66.029,11.262,2,52.975,21.013,52.734,34.515,33.373,0.28,33.525,33.248,32.668,4654
2025,59680162B13650355505793,Tarka,Benue,North Central,7.588,8.862,13946,0,71.071,57.013,0.749,35.197,61.789,71.366,31.918,1,68.253,18.208,62.663,26.96,32.668,-0.08,32.623,32.704,,4556
2020,59680162B13670821264537,Karu,Nasarawa,North Central,8.98,7.736,30128,0,78.265,63.679,2.048,35.667,33.124,86.114,18.52,2,40.521,14.951,82.488,22.426,31.794,0.58,32.111,31.535,32.443,9579
2021,59680162B13670821264537,Karu,Nasarawa,North Central,8.98,7.736,30128,0,75.611,69.773,2.624,44.182,50.813,67.602,12.0,1,58.746,13.91,48.722,31.118,32.443,0.3,32.609,32.306,35.081,9774
2022,59680162B13670821264537,Karu,Nasarawa,North Central,8.98,7.736,30128,0,67.838,66.037,3.934,42.972,61.87,39.153,17.043,2,51.379,9.522,63.011,27.591,35.081,2.75,36.595,33.844,40.759,10569
2023,59680162B13670821264537,Karu,Nasarawa,North Central,8.98,7.736,30128,0,74.276,55.988,4.033,42.356,43.669,54.858,28.822,3,36.339,5.444,59.391,25.49,40.759,3.44,42.653,39.21,30.708,12280
2024,59680162B13670821264537,Karu,Nasarawa,North Central,8.98,7.736,30128,0,75.404,63.962,1.476,35.269,31.95,69.2,9.765,2,77.304,24.673,70.148,20.624,30.708,-0.33,30.526,30.857,27.602,9252
2025,59680162B13670821264537,Karu,Nasarawa,North Central,8.98,7.736,30128,0,63.231,66.663,3.899,44.383,38.362,67.358,14.4,0,53.982,23.367,80.096,17.108,27.602,1.03,28.168,27.139,,8316
2020,59680162B14133510851755,Saki West,Oyo,South West,8.65,3.228,27330,0,57.708,91.171,0.752,36.233,47.762,62.528,11.474,1,41.239,0.0,79.824,15.88,16.252,-0.12,16.184,16.307,8.555,4442
2021,59680162B14133510851755,Saki West,Oyo,South West,8.65,3.228,27330,0,68.344,88.26,0.751,52.332,78.71,69.931,5.189,0,44.042,0.0,94.736,15.72,8.555,-0.04,8.533,8.572,18.944,2338
2022,59680162B14133510851755,Saki West,Oyo,South West,8.65,3.228,27330,0,55.827,67.598,2.917,51.5,75.828,87.216,6.889,0,48.585,1.937,94.142,25.517,18.944,1.12,19.561,18.438,19.8,5177
2023,59680162B14133510851755,Saki West,Oyo,South West,8.65,3.228,27330,0,55.634,71.81,3.902,34.781,61.633,92.61,8.18,1,40.233,16.245,87.46,34.849,19.8,1.28,20.503,19.226,22.297,5411
2024,59680162B14133510851755,Saki West,Oyo,South West,8.65,3.228,27330,0,52.262,79.954,2.41,29.909,75.682,74.823,7.925,0,29.636,14.547,81.378,55.125,22.297,1.59,23.171,21.582,10.7,6094
2025,59680162B14133510851755,Saki West,Oyo,South West,8.65,3.228,27330,0,57.558,87.253,0.939,34.742,64.149,66.159,16.093,1,50.762,1.942,92.547,47.194,10.7,-0.73,10.297,11.029,,2924
2020,59680162B14261849329471,Lapai,Niger,North Central,8.74,6.657,33327,1,66.803,69.828,1.356,38.929,46.347,67.082,13.315,2,55.107,13.156,75.379,35.958,21.208,-1.81,20.21,22.025,29.36,7068
2021,59680162B14261849329471,Lapai,Niger,North Central,8.74,6.657,33327,1,58.607,70.141,1.537,52.483,52.18,78.178,21.182,1,61.054,8.647,74.957,10.053,29.36,-0.97,28.825,29.798,30.108,9785
2022,59680162B14261849329471,Lapai,Niger,North Central,8.74,6.657,33327,1,76.333,57.547,1.127,65.574,51.009,67.616,15.983,1,47.847,16.85,71.0,16.139,30.108,0.07,30.149,30.075,26.021,10034
2023,59680162B14261849329471,Lapai,Niger,North Central,8.74,6.657,33327,1,61.131,48.088,2.04,34.99,54.828,73.58,22.741,1,44.393,9.76,88.823,31.312,26.021,-0.12,25.956,26.075,19.682,8672
2024,59680162B14261849329471,Lapai,Niger,North Central,8.74,6.657,33327,1,48.895,86.442,3.558,27.78,47.54,57.309,12.272,2,33.016,5.92,56.964,25.359,19.682,-1.9,18.639,20.535,15.283,6559
2025,59680162B14261849329471,Lapai,Niger,North Central,8.74,6.657,33327,1,58.926,77.476,1.921,34.497,64.494,86.219,6.495,2,58.797,13.746,85.421,31.831,15.283,-0.87,14.802,15.676,,5093
2020,59680162B14302921886514,Umuahia North,Abia,South East,5.59,7.494,80567,1,60.872,99.0,0.2,42.608,73.596,77.928,0.5,2,37.463,0.0,97.805,24.968,9.502,-2.1,8.344,10.449,10.959,7656
2021,59680162B14302921886514,Umuahia North,Abia,South East,5.59,7.494,80567,1,50.529,92.896,0.2,27.83,70.288,99.0,19.046,1,35.881,0.0,89.795,34.12,10.959,-2.33,9.675,12.01,8.546,8829
2022,59680162B14302921886514,Umuahia North,Abia,South East,5.59,7.494,80567,1,48.035,99.0,0.659,23.31,73.458,80.379,11.883,3,40.982,1.053,98.831,16.668,8.546,-1.6,7.664,9.268,16.521,6885
2023,59680162B14302921886514,Umuahia North,Abia,South East,5.59,7.494,80567,1,60.229,87.345,0.2,35.202,72.026,89.653,12.324,0,31.34,0.0,95.914,33.431,16.521,-2.04,15.4,17.439,8.701,13311
2024,59680162B14302921886514,Umuahia North,Abia,South East,5.59,7.494,80567,1,57.412,99.0,1.167,29.993,77.732,93.683,7.146,0,52.517,0.0,97.992,35.982,8.701,-2.12,7.537,9.654,0.8,7010
2025,59680162B14302921886514,Umuahia North,Abia,South East,5.59,7.494,80567,1,51.682,99.0,0.2,29.839,95.048,99.0,6.931,0,34.644,1.099,99.0,43.206,0.8,-1.36,0.5,1.412,,645
2020,59680162B14319741144045,Miga,Jigawa,North West,12.233,9.697,210402,0,84.884,28.019,3.053,46.125,2.0,30.716,25.232,0,56.739,28.349,34.031,17.562,48.18,1.0,48.728,47.731,53.324,101371
2021,59680162B14319741144045,Miga,Jigawa,North West,12.233,9.697,210402,0,93.987,18.759,3.237,62.106,50.437,60.682,41.363,1,67.958,24.544,33.025,16.281,53.324,3.17,55.067,51.898,48.577,112195
2022,59680162B14319741144045,Miga,Jigawa,North West,12.233,9.697,210402,0,84.473,35.203,4.719,92.702,29.972,54.035,42.294,0,66.99,34.122,74.729,19.48,48.577,-0.03,48.563,48.588,51.117,102206
2023,59680162B14319741144045,Miga,Jigawa,North West,12.233,9.697,210402,0,87.374,25.277,5.244,57.944,28.032,13.831,36.0,2,65.543,27.818,42.21,16.209,51.117,4.27,53.468,49.194,50.502,107552
2024,59680162B14319741144045,Miga,Jigawa,North West,12.233,9.697,210402,0,91.8,27.417,4.882,68.145,33.238,18.72,32.598,1,48.887,33.427,42.327,23.279,50.502,2.22,51.721,49.504,49.878,106256
2025,59680162B14319741144045,Miga,Jigawa,North West,12.233,9.697,210402,0,93.955,59.04,2.523,38.758,33.91,34.743,31.906,1,58.492,47.891,43.219,25.334,49.878,2.04,50.998,48.962,,104945
2020,59680162B14374608149112,Enugu South,Enugu,South East,6.409,7.516,64757,0,56.199,80.919,1.578,43.54,93.905,68.68,7.013,0,36.113,0.0,69.019,21.777,6.309,-1.48,5.495,6.975,17.48,4085
2021,59680162B14374608149112,Enugu South,Enugu,South East,6.409,7.516,64757,0,64.531,86.163,2.483,40.052,62.869,66.141,9.577,0,16.69,23.724,78.762,17.687,17.48,1.7,18.417,16.713,16.12,11319
2022,59680162B14374608149112,Enugu South,Enugu,South East,6.409,7.516,64757,0,82.199,92.874,0.504,21.359,71.042,62.792,13.706,1,47.166,18.296,76.246,13.902,16.12,1.28,16.822,15.545,19.309,10439
2023,59680162B14374608149112,Enugu South,Enugu,South East,6.409,7.516,64757,0,75.697,87.798,2.268,20.457,90.855,81.207,11.079,3,22.048,14.563,67.241,19.374,19.309,0.82,19.76,18.94,11.437,12504
2024,59680162B14374608149112,Enugu South,Enugu,South East,6.409,7.516,64757,0,67.762,92.844,0.625,24.45,91.684,85.018,6.822,0,20.67,0.0,70.546,56.222,11.437,-2.05,10.308,12.361,18.004,7407
2025,59680162B14374608149112,Enugu South,Enugu,South East,6.409,7.516,64757,0,62.114,83.9,1.069,25.135,78.358,69.24,12.724,2,43.764,0.0,74.416,37.143,18.004,-0.46,17.752,18.211,,11659
2020,59680162B14396821090751,Esan Central,Edo,South South,6.706,6.208,8751,0,72.565,83.95,4.443,36.155,64.809,51.56,20.398,0,41.631,15.964,67.354,43.467,21.521,-1.24,20.837,22.081,14.744,1883
2021,59680162B14396821090751,Esan Central,Edo,South South,6.706,6.208,8751,0,74.446,72.654,2.168,47.079,71.126,92.873,16.764,0,43.756,0.0,62.462,31.477,14.744,-1.4,13.972,15.375,16.024,1290
2022,59680162B14396821090751,Esan Central,Edo,South South,6.706,6.208,8751,0,76.373,84.07,2.54,42.118,78.484,75.611,7.574,1,40.947,4.893,87.233,15.633,16.024,4.99,18.767,13.78,23.576,1402
2023,59680162B14396821090751,Esan Central,Edo,South South,6.706,6.208,8751,0,69.535,84.072,2.033,21.862,61.759,81.46,29.617,1,49.363,0.0,60.931,12.477,23.576,-2.01,22.468,24.482,14.797,2063
2024,59680162B14396821090751,Esan Central,Edo,South South,6.706,6.208,8751,0,67.586,66.858,1.829,44.248,51.293,88.746,14.497,3,45.021,2.64,68.266,21.227,14.797,-0.06,14.761,14.826,14.533,1295
2025,59680162B14396821090751,Esan Central,Edo,South South,6.706,6.208,8751,0,67.94,80.764,1.686,26.006,82.179,47.981,12.082,0,68.314,0.327,45.715,18.001,14.533,-1.32,13.808,15.126,,1272
2020,59680162B14415495238729,Ukum,Benue,North Central,7.584,9.659,79961,1,59.588,57.019,4.253,79.792,53.85,72.847,24.229,0,48.195,0.0,73.491,14.428,27.845,1.79,28.827,27.041,34.078,22265
2021,59680162B14415495238729,Ukum,Benue,North Central,7.584,9.659,79961,1,71.578,69.06,4.023,65.038,49.646,84.962,22.275,3,38.126,21.374,70.901,7.724,34.078,2.28,35.332,33.051,33.974,27249
2022,59680162B14415495238729,Ukum,Benue,North Central,7.584,9.659,79961,1,61.69,60.266,4.525,46.391,58.438,72.701,15.489,3,61.648,0.0,85.362,18.774,33.974,-2.85,32.406,35.257,14.465,27166
2023,59680162B14415495238729,Ukum,Benue,North Central,7.584,9.659,79961,1,65.549,76.836,1.609,32.161,61.495,68.245,9.586,1,53.831,1.31,91.205,22.63,14.465,0.59,14.79,14.199,28.219,11566
2024,59680162B14415495238729,Ukum,Benue,North Central,7.584,9.659,79961,1,71.386,78.741,1.254,35.496,72.112,87.008,9.548,2,28.762,29.825,65.099,21.501,28.219,-2.37,26.914,29.287,27.388,22564
2025,59680162B14415495238729,Ukum,Benue,North Central,7.584,9.659,79961,1,65.651,71.824,3.165,54.51,59.596,60.42,31.269,0,42.098,18.544,61.181,21.878,27.388,-0.25,27.25,27.5,,21899
2020,59680162B1443452948914,Wase,Plateau,North Central,9.037,10.257,18070,1,67.879,71.232,3.681,48.453,57.041,81.874,11.126,3,43.276,0.0,95.919,15.857,30.617,1.7,31.554,29.85,34.553,5532
2021,59680162B1443452948914,Wase,Plateau,North Central,9.037,10.257,18070,1,62.61,81.437,2.898,70.912,49.063,77.918,28.696,2,50.286,21.041,65.163,21.582,34.553,-1.27,33.852,35.126,6.317,6244
2022,59680162B1443452948914,Wase,Plateau,North Central,9.037,10.257,18070,1,56.423,67.014,2.398,42.243,68.304,80.156,10.257,2,52.896,5.259,75.0,19.893,6.317,1.77,7.292,5.52,12.178,1142
2023,59680162B1443452948914,Wase,Plateau,North Central,9.037,10.257,18070,1,46.011,51.463,2.138,48.263,59.067,71.386,15.668,0,31.67,5.401,75.874,20.485,12.178,0.46,12.431,11.971,20.341,2201
2024,59680162B1443452948914,Wase,Plateau,North Central,9.037,10.257,18070,1,59.183,78.566,2.032,33.782,66.063,77.952,19.424,1,60.072,17.198,87.777,23.646,20.341,2.0,21.442,19.44,23.633,3676
2025,59680162B1443452948914,Wase,Plateau,North Central,9.037,10.257,18070,1,66.269,55.395,2.585,43.227,48.093,79.302,17.909,1,54.659,0.166,68.83,24.308,23.633,3.76,25.703,21.939,,4270
2020,59680162B14530293305891,Ihitte/Uboma,Imo,South East,5.646,7.384,39000,0,63.558,92.91,0.388,45.634,55.528,82.255,11.558,1,26.567,0.0,90.768,16.307,11.199,-0.84,10.737,11.576,9.032,4367
2021,59680162B14530293305891,Ihitte/Uboma,Imo,South East,5.646,7.384,39000,0,77.13,92.507,2.612,14.65,71.747,88.862,8.275,2,32.153,3.419,92.49,19.925,9.032,1.5,9.857,8.357,16.101,3522
2022,59680162B14530293305891,Ihitte/Uboma,Imo,South East,5.646,7.384,39000,0,70.32,83.624,0.859,41.275,84.275,92.97,15.762,1,45.4,4.538,56.995,31.498,16.101,-1.12,15.486,16.604,15.228,6279
2023,59680162B14530293305891,Ihitte/Uboma,Imo,South East,5.646,7.384,39000,0,63.525,83.164,1.382,25.226,67.694,83.531,11.502,1,14.216,0.0,99.0,28.969,15.228,-1.48,14.415,15.894,10.184,5939
2024,59680162B14530293305891,Ihitte/Uboma,Imo,South East,5.646,7.384,39000,0,49.706,93.533,2.352,34.127,88.465,95.547,11.415,1,24.502,0.0,78.267,26.551,10.184,1.29,10.894,9.603,11.307,3972
2025,59680162B14530293305891,Ihitte/Uboma,Imo,South East,5.646,7.384,39000,0,58.989,87.406,1.35,39.937,69.973,78.205,8.793,0,60.051,0.0,97.011,36.572,11.307,-1.7,10.373,12.072,,4410
2020,59680162B14541309037731,Wudil,Kano,North West,11.763,8.835,37479,0,90.417,31.227,2.88,72.219,30.127,30.289,30.09,4,58.834,31.828,41.577,12.263,45.918,1.03,46.482,45.456,44.474,17210
2021,59680162B14541309037731,Wudil,Kano,North West,11.763,8.835,37479,0,92.207,37.908,4.238,77.689,42.844,40.841,36.299,0,63.61,19.033,40.07,18.741,44.474,-1.18,43.825,45.005,46.81,16668
2022,59680162B14541309037731,Wudil,Kano,North West,11.763,8.835,37479,0,86.216,42.864,2.986,65.277,26.234,28.542,33.501,2,55.113,58.747,56.554,19.346,46.81,4.09,49.058,44.972,50.39,17544
2023,59680162B14541309037731,Wudil,Kano,North West,11.763,8.835,37479,0,90.987,42.896,3.81,57.449,42.824,32.561,40.314,4,68.607,41.483,47.923,20.75,50.39,0.51,50.671,50.161,45.206,18886
2024,59680162B14541309037731,Wudil,Kano,North West,11.763,8.835,37479,0,80.271,42.357,4.072,63.506,36.315,51.363,22.801,1,36.858,23.959,39.839,26.266,45.206,3.36,47.055,43.693,40.089,16943
2025,59680162B14541309037731,Wudil,Kano,North West,11.763,8.835,37479,0,88.601,63.091,4.349,62.861,40.342,49.196,29.395,2,69.229,38.676,62.118,28.681,40.089,1.77,41.06,39.294,,15025
2020,59680162B1470225488806,Fune,Yobe,North East,11.888,11.428,30938,1,84.736,41.978,4.296,49.501,38.944,60.205,31.86,5,59.9,20.0,58.311,11.7,56.137,3.18,57.888,54.705,43.191,17368
2021,59680162B1470225488806,Fune,Yobe,North East,11.888,11.428,30938,1,73.129,45.526,1.992,73.765,51.657,55.644,27.482,7,88.025,23.977,53.31,12.687,43.191,2.28,44.445,42.164,47.007,13362
2022,59680162B1470225488806,Fune,Yobe,North East,11.888,11.428,30938,1,82.137,45.732,4.513,74.972,37.503,49.568,21.577,1,82.933,22.415,75.079,35.403,47.007,1.19,47.661,46.472,41.82,14543
2023,59680162B1470225488806,Fune,Yobe,North East,11.888,11.428,30938,1,71.513,58.725,4.241,59.11,44.012,64.197,16.128,9,56.316,5.363,52.278,23.482,41.82,2.22,43.041,40.821,35.649,12938
2024,59680162B1470225488806,Fune,Yobe,North East,11.888,11.428,30938,1,67.871,43.274,2.786,48.527,35.076,77.217,22.172,4,67.887,13.456,59.761,11.932,35.649,2.77,37.171,34.403,34.776,11029
2025,59680162B1470225488806,Fune,Yobe,North East,11.888,11.428,30938,1,73.684,64.319,1.097,76.702,58.293,77.08,13.69,8,80.229,19.071,59.184,30.916,34.776,0.78,35.207,34.424,,10759
2020,59680162B1513568068009,Surulere,Lagos,South West,6.49,3.344,82061,0,71.581,85.446,4.105,29.934,64.702,70.494,6.078,0,18.083,23.578,99.0,45.138,12.601,-1.94,11.534,13.474,17.42,10341
2021,59680162B1513568068009,Surulere,Lagos,South West,6.49,3.344,82061,0,59.322,87.167,0.957,25.711,66.67,99.0,14.65,0,35.579,14.357,76.31,21.735,17.42,-2.21,16.207,18.414,24.185,14295
2022,59680162B1513568068009,Surulere,Lagos,South West,6.49,3.344,82061,0,66.429,84.399,2.072,42.927,64.404,86.715,19.921,0,51.348,0.0,76.279,22.691,24.185,-2.35,22.892,25.243,19.897,19847
2023,59680162B1513568068009,Surulere,Lagos,South West,6.49,3.344,82061,0,63.524,90.34,1.269,34.021,63.198,93.666,11.548,0,15.873,12.905,89.925,16.153,19.897,-1.55,19.043,20.596,17.34,16328
2024,59680162B1513568068009,Surulere,Lagos,South West,6.49,3.344,82061,0,62.181,90.115,1.065,42.03,50.451,84.711,22.836,1,31.457,0.0,71.913,21.871,17.34,-1.23,16.662,17.895,18.359,14229
2025,59680162B1513568068009,Surulere,Lagos,South West,6.49,3.344,82061,0,64.443,95.274,1.315,59.707,81.449,65.814,10.203,1,42.938,0.0,87.945,45.763,18.359,-2.84,16.796,19.638,,15066
2020,59680162B15165581574851,Toro,Bauchi,North East,10.35,9.312,15705,0,94.224,52.993,2.955,71.038,35.1,56.789,32.009,4,67.837,19.999,49.329,21.044,44.528,-0.31,44.359,44.667,40.978,6993
2021,59680162B15165581574851,Toro,Bauchi,North East,10.35,9.312,15705,0,93.913,36.906,2.867,38.401,33.264,13.767,28.479,4,78.797,32.695,16.383,15.511,40.978,2.77,42.503,39.73,55.459,6436
2022,59680162B15165581574851,Toro,Bauchi,North East,10.35,9.312,15705,0,94.772,36.019,4.159,49.022,39.788,33.172,38.475,6,68.152,31.628,36.725,14.741,55.459,1.16,56.099,54.936,47.13,8710
2023,59680162B15165581574851,Toro,Bauchi,North East,10.35,9.312,15705,0,99.0,45.747,3.954,67.667,25.232,33.908,29.265,0,59.208,13.192,33.594,18.856,47.13,2.71,48.618,45.912,45.24,7402
